"","prim_state","area","area_name","occ_code1","occ_code2","occ_title","occ_group","tot_emp","emp_prse","jobs_1000","loc_quotient","h_mean","a_mean","mean_prse","h_pct10","h_pct25","h_median","h_pct75","h_pct90","a_pct10","a_pct25","a_median","a_pct75","a_pct90","annual","hourly","quartilespread","industry"
"211","CO","19740","Denver-Aurora-Lakewood, CO","25","9099","Education, Training, and Library Workers, All Other",NA,1200,6,0.832,1.19,23.88,49670,4.3,9.75,16.91,22.54,29.81,38.66,20280,35170,46880,62010,80420,NA,NA,26840,"Education, Training, and Library Occupations"
"212","CO","19740","Denver-Aurora-Lakewood, CO","27","1011","Art Directors",NA,380,14.1,0.262,0.98,43.48,90430,5.4,22.98,29.17,40.93,51.5,72.01,47800,60660,85140,107110,149770,NA,NA,46450,"Arts, Design, Entertainment, Sports, and Media Occupations"
"213","CO","19740","Denver-Aurora-Lakewood, CO","27","1014","Multimedia Artists and Animators",NA,160,23.4,0.108,0.52,31.39,65290,4.5,18.27,24.8,31.29,37.91,45.48,37990,51590,65090,78860,94610,NA,NA,27270,"Arts, Design, Entertainment, Sports, and Media Occupations"
"214","CO","19740","Denver-Aurora-Lakewood, CO","27","1019","Artists and Related Workers, All Other",NA,130,19,0.088,1.8,28.64,59570,4.2,16.39,19.38,22.91,41.15,47.11,34090,40310,47640,85600,97990,NA,NA,45290,"Arts, Design, Entertainment, Sports, and Media Occupations"
"215","CO","19740","Denver-Aurora-Lakewood, CO","27","1021","Commercial and Industrial Designers",NA,410,32.2,0.284,1.3,30.38,63190,11.6,15.99,18.17,26.43,37.66,49.08,33250,37800,54970,78330,102080,NA,NA,40530,"Arts, Design, Entertainment, Sports, and Media Occupations"
"216","CO","19740","Denver-Aurora-Lakewood, CO","27","1022","Fashion Designers",NA,70,19.7,0.045,0.34,25.17,52350,8,12.01,18.47,23.78,28.89,34.8,24980,38420,49470,60080,72380,NA,NA,21660,"Arts, Design, Entertainment, Sports, and Media Occupations"
"217","CO","19740","Denver-Aurora-Lakewood, CO","27","1023","Floral Designers",NA,570,8.9,0.397,1.3,15.28,31780,5.1,10.87,12.66,14.69,17.6,20.99,22610,26330,30550,36600,43660,NA,NA,10270,"Arts, Design, Entertainment, Sports, and Media Occupations"
"218","CO","19740","Denver-Aurora-Lakewood, CO","27","1024","Graphic Designers",NA,2920,13.2,2.026,1.33,28.17,58590,7.3,15.31,18.03,23.68,32.67,41.33,31840,37510,49250,67960,85970,NA,NA,30450,"Arts, Design, Entertainment, Sports, and Media Occupations"
"219","CO","19740","Denver-Aurora-Lakewood, CO","27","1025","Interior Designers",NA,1100,27.1,0.764,1.94,23.25,48370,6.3,13.99,16.52,19.87,28.68,37.07,29090,34360,41330,59660,77100,NA,NA,25300,"Arts, Design, Entertainment, Sports, and Media Occupations"
"220","CO","19740","Denver-Aurora-Lakewood, CO","27","1026","Merchandise Displayers and Window Trimmers",NA,880,22.6,0.609,0.72,15.35,31920,2.4,10.05,11.66,13.88,17.04,25.15,20890,24260,28880,35440,52310,NA,NA,11180,"Arts, Design, Entertainment, Sports, and Media Occupations"
"221","CO","19740","Denver-Aurora-Lakewood, CO","27","1027","Set and Exhibit Designers",NA,40,2.4,0.026,0.33,20.55,42750,8.3,13.31,15.46,18.12,24.74,31.09,27690,32160,37690,51470,64670,NA,NA,19310,"Arts, Design, Entertainment, Sports, and Media Occupations"
"222","CO","19740","Denver-Aurora-Lakewood, CO","27","1029","Designers, All Other",NA,140,30.3,0.098,1.8,27.55,57310,8.1,11.33,14.64,28.35,36.25,45.28,23570,30450,58970,75410,94180,NA,NA,44960,"Arts, Design, Entertainment, Sports, and Media Occupations"
"223","CO","19740","Denver-Aurora-Lakewood, CO","27","2011","Actors",NA,220,10.9,0.155,0.51,29.13,NA,14.5,9.39,9.56,16.26,20.59,208000,NA,NA,NA,NA,NA,NA,TRUE,NA,"Arts, Design, Entertainment, Sports, and Media Occupations"
"224","CO","19740","Denver-Aurora-Lakewood, CO","27","2012","Producers and Directors",NA,1170,12.5,0.812,0.98,35.79,74450,3.7,19.54,24.08,31.2,41.43,62.25,40650,50090,64900,86170,129490,NA,NA,36080,"Arts, Design, Entertainment, Sports, and Media Occupations"
"225","CO","19740","Denver-Aurora-Lakewood, CO","27","2021","Athletes and Sports Competitors",NA,300,32.6,0.207,2.65,NA,194410,24.9,NA,NA,NA,NA,NA,20320,61380,208000,208000,208000,"TRUE",NA,146620,"Arts, Design, Entertainment, Sports, and Media Occupations"
"226","CO","19740","Denver-Aurora-Lakewood, CO","27","2022","Coaches and Scouts",NA,3790,11.6,2.623,1.59,NA,38650,5,NA,NA,NA,NA,NA,19590,21330,28360,42240,63010,"TRUE",NA,20910,"Arts, Design, Entertainment, Sports, and Media Occupations"
"227","CO","19740","Denver-Aurora-Lakewood, CO","27","2023","Umpires, Referees, and Other Sports Officials",NA,590,9.2,0.41,3.14,NA,31130,2.8,NA,NA,NA,NA,NA,19650,21660,27730,39930,47820,"TRUE",NA,18270,"Arts, Design, Entertainment, Sports, and Media Occupations"
"228","CO","19740","Denver-Aurora-Lakewood, CO","27","2031","Dancers",NA,300,24.7,0.209,3,17.46,NA,6,9.71,15,17.35,20.45,24.37,NA,NA,NA,NA,NA,NA,TRUE,NA,"Arts, Design, Entertainment, Sports, and Media Occupations"
"229","CO","19740","Denver-Aurora-Lakewood, CO","27","2041","Music Directors and Composers",NA,40,40.5,0.028,0.26,22.75,47320,20.9,9.3,9.31,21.05,27.2,44.26,19350,19360,43790,56580,92070,NA,NA,37220,"Arts, Design, Entertainment, Sports, and Media Occupations"
"230","CO","19740","Denver-Aurora-Lakewood, CO","27","2042","Musicians and Singers",NA,290,25,0.198,0.7,25.43,NA,7.1,16.46,21.26,25.99,29.77,32.67,NA,NA,NA,NA,NA,NA,TRUE,NA,"Arts, Design, Entertainment, Sports, and Media Occupations"
"231","CO","19740","Denver-Aurora-Lakewood, CO","27","2099","Entertainers and Performers, Sports and Related Workers, All Other",NA,230,21,0.161,2.01,19.25,NA,5,9.62,10.85,15.33,26.22,34.96,NA,NA,NA,NA,NA,NA,TRUE,NA,"Arts, Design, Entertainment, Sports, and Media Occupations"
"232","CO","19740","Denver-Aurora-Lakewood, CO","27","3011","Radio and Television Announcers",NA,220,31.7,0.15,0.75,27.52,57250,21.9,9.51,11.02,15.74,34.3,59.89,19780,22910,32740,71350,124560,NA,NA,48440,"Arts, Design, Entertainment, Sports, and Media Occupations"
"233","CO","19740","Denver-Aurora-Lakewood, CO","27","3012","Public Address System and Other Announcers",NA,70,38.5,0.047,0.84,22.4,46590,15,10.4,11.67,23.52,31.06,36.89,21630,24270,48930,64610,76730,NA,NA,40340,"Arts, Design, Entertainment, Sports, and Media Occupations"
"234","CO","19740","Denver-Aurora-Lakewood, CO","27","3021","Broadcast News Analysts",NA,60,38.9,0.042,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts, Design, Entertainment, Sports, and Media Occupations"
"235","CO","19740","Denver-Aurora-Lakewood, CO","27","3022","Reporters and Correspondents",NA,390,15.1,0.273,1,28.74,59780,10.8,13.55,16.37,24.58,35.47,41.97,28180,34050,51140,73770,87300,NA,NA,39720,"Arts, Design, Entertainment, Sports, and Media Occupations"
"236","CO","19740","Denver-Aurora-Lakewood, CO","27","3031","Public Relations Specialists",NA,2980,10.5,2.065,1.26,32.61,67840,4.6,15.53,21.32,28.45,41.53,57.63,32300,44350,59170,86380,119870,NA,NA,42030,"Arts, Design, Entertainment, Sports, and Media Occupations"
"237","CO","19740","Denver-Aurora-Lakewood, CO","27","3041","Editors",NA,1010,11.2,0.698,1.03,28.26,58770,3.5,9.91,18.98,28.34,35.95,44.23,20610,39470,58950,74770,92000,NA,NA,35300,"Arts, Design, Entertainment, Sports, and Media Occupations"
"238","CO","19740","Denver-Aurora-Lakewood, CO","27","3042","Technical Writers",NA,700,12.5,0.487,1.39,37.64,78300,1.5,25.35,30.08,36.23,44.7,54.27,52730,62570,75350,92980,112880,NA,NA,30410,"Arts, Design, Entertainment, Sports, and Media Occupations"
"239","CO","19740","Denver-Aurora-Lakewood, CO","27","3043","Writers and Authors",NA,390,15.8,0.268,0.84,29.24,60810,6.5,14.04,18.82,30.14,37.73,46.22,29210,39150,62700,78490,96130,NA,NA,39340,"Arts, Design, Entertainment, Sports, and Media Occupations"
"240","CO","19740","Denver-Aurora-Lakewood, CO","27","3091","Interpreters and Translators",NA,810,14.6,0.56,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts, Design, Entertainment, Sports, and Media Occupations"
"241","CO","19740","Denver-Aurora-Lakewood, CO","27","3099","Media and Communication Workers, All Other",NA,190,15.8,0.129,0.86,28.47,59220,4.1,17.98,21.17,26.59,34.17,43.27,37410,44040,55310,71060,90000,NA,NA,27020,"Arts, Design, Entertainment, Sports, and Media Occupations"
"242","CO","19740","Denver-Aurora-Lakewood, CO","27","4011","Audio and Video Equipment Technicians",NA,480,24.6,0.334,0.66,23.39,48660,6.1,15.88,17.26,19.87,28.81,36.95,33030,35890,41340,59930,76860,NA,NA,24040,"Arts, Design, Entertainment, Sports, and Media Occupations"
"243","CO","19740","Denver-Aurora-Lakewood, CO","27","4012","Broadcast Technicians",NA,390,12.9,0.269,1.26,23.75,49390,6.4,9.7,11.93,22.86,32.68,41.24,20180,24820,47540,67980,85770,NA,NA,43160,"Arts, Design, Entertainment, Sports, and Media Occupations"
"244","CO","19740","Denver-Aurora-Lakewood, CO","27","4014","Sound Engineering Technicians",NA,NA,NA,NA,NA,30.18,62780,7.9,16.68,21.5,30.7,38.98,44.61,34700,44710,63850,81090,92790,NA,NA,36380,"Arts, Design, Entertainment, Sports, and Media Occupations"
"245","CO","19740","Denver-Aurora-Lakewood, CO","27","4021","Photographers",NA,400,22.1,0.278,0.8,19.16,39850,9.3,9.35,12.53,14.85,26.62,30.28,19450,26050,30900,55380,62970,NA,NA,29330,"Arts, Design, Entertainment, Sports, and Media Occupations"
"246","CO","19740","Denver-Aurora-Lakewood, CO","27","4031","Camera Operators, Television, Video, and Motion Picture",NA,290,21.9,0.2,1.37,32.37,67330,11.7,14.8,21.8,29.74,40.69,49.62,30780,45330,61870,84630,103210,NA,NA,39300,"Arts, Design, Entertainment, Sports, and Media Occupations"
"247","CO","19740","Denver-Aurora-Lakewood, CO","27","4032","Film and Video Editors",NA,270,32.7,0.185,0.86,31.08,64650,6.6,15.82,17.71,23.54,32.18,64.6,32910,36830,48960,66930,134360,NA,NA,30100,"Arts, Design, Entertainment, Sports, and Media Occupations"
"248","CO","19740","Denver-Aurora-Lakewood, CO","27","4099","Media and Communication Equipment Workers, All Other",NA,390,25.1,0.268,2.01,25.35,52730,7.1,14.77,16.5,19.16,31.1,45.54,30720,34320,39850,64700,94720,NA,NA,30380,"Arts, Design, Entertainment, Sports, and Media Occupations"
"249","CO","19740","Denver-Aurora-Lakewood, CO","29","1011","Chiropractors",NA,500,26.1,0.35,1.48,41.95,87260,21.2,17.09,24.12,29.58,49.56,77.02,35540,50160,61530,103090,160200,NA,NA,52930,"Healthcare Practitioners and Technical Occupations"
"250","CO","19740","Denver-Aurora-Lakewood, CO","29","1021","Dentists, General",NA,1100,14.5,0.761,0.98,80.93,168330,14.9,36.48,46.1,62.53,208000,208000,75880,95900,130060,208000,208000,NA,NA,112100,"Healthcare Practitioners and Technical Occupations"
"251","CO","19740","Denver-Aurora-Lakewood, CO","29","1031","Dietitians and Nutritionists",NA,510,8.3,0.352,0.8,31.51,65550,3.2,21.74,25.45,29.79,36.27,43.59,45220,52930,61960,75440,90660,NA,NA,22510,"Healthcare Practitioners and Technical Occupations"
"252","CO","19740","Denver-Aurora-Lakewood, CO","29","1041","Optometrists",NA,500,38.2,0.347,1.33,62.13,129230,4.9,42.54,53.2,65.64,73.97,78.97,88490,110660,136540,153860,164260,NA,NA,43200,"Healthcare Practitioners and Technical Occupations"
"253","CO","19740","Denver-Aurora-Lakewood, CO","29","1051","Pharmacists",NA,3280,8.9,2.272,1.05,56.12,116720,1.6,24.12,52.2,59.83,68.93,76.31,50160,108580,124440,143370,158730,NA,NA,34790,"Healthcare Practitioners and Technical Occupations"
"254","CO","19740","Denver-Aurora-Lakewood, CO","29","1061","Anesthesiologists",NA,340,29.3,0.234,1.09,125.94,261960,14.5,35.41,208000,208000,208000,208000,73640,208000,208000,208000,208000,NA,NA,0,"Healthcare Practitioners and Technical Occupations"
"255","CO","19740","Denver-Aurora-Lakewood, CO","29","1062","Family and General Practitioners",NA,1600,16.1,1.11,1.25,113.83,236770,7.3,59.19,87.25,208000,208000,208000,123120,181480,208000,208000,208000,NA,NA,26520,"Healthcare Practitioners and Technical Occupations"
"256","CO","19740","Denver-Aurora-Lakewood, CO","29","1063","Internists, General",NA,270,17.4,0.186,0.63,94.76,197100,6.3,64.49,73.01,88.76,208000,208000,134140,151860,184620,208000,208000,NA,NA,56140,"Healthcare Practitioners and Technical Occupations"
"257","CO","19740","Denver-Aurora-Lakewood, CO","29","1064","Obstetricians and Gynecologists",NA,380,35.8,0.26,1.97,134.84,280460,8.2,89.48,208000,208000,208000,208000,186130,208000,208000,208000,208000,NA,NA,0,"Healthcare Practitioners and Technical Occupations"
"258","CO","19740","Denver-Aurora-Lakewood, CO","29","1065","Pediatricians, General",NA,260,31.3,0.178,0.88,102.58,213370,8.6,56.3,78.26,95.74,208000,208000,117110,162790,199140,208000,208000,NA,NA,45210,"Healthcare Practitioners and Technical Occupations"
"259","CO","19740","Denver-Aurora-Lakewood, CO","29","1066","Psychiatrists",NA,260,16.6,0.182,1.03,112.69,234400,6.2,45.76,84.85,208000,208000,208000,95190,176490,208000,208000,208000,NA,NA,31510,"Healthcare Practitioners and Technical Occupations"
"260","CO","19740","Denver-Aurora-Lakewood, CO","29","1067","Surgeons",NA,430,19.9,0.296,1.09,123.85,257620,7.3,66.82,95.59,208000,208000,208000,138980,198830,208000,208000,208000,NA,NA,9170,"Healthcare Practitioners and Technical Occupations"
"261","CO","19740","Denver-Aurora-Lakewood, CO","29","1069","Physicians and Surgeons, All Other",NA,1520,19.4,1.05,0.42,125.38,260780,4.9,76.95,208000,208000,208000,208000,160050,208000,208000,208000,208000,NA,NA,0,"Healthcare Practitioners and Technical Occupations"
"262","CO","19740","Denver-Aurora-Lakewood, CO","29","1071","Physician Assistants",NA,1690,12.1,1.174,1.53,50.11,104220,2.9,33.72,42.74,50.56,58.95,65.52,70130,88900,105170,122610,136290,NA,NA,33710,"Healthcare Practitioners and Technical Occupations"
"263","CO","19740","Denver-Aurora-Lakewood, CO","29","1122","Occupational Therapists",NA,1510,8.2,1.048,1.19,40.96,85200,1.7,29.36,33.73,39.75,47.12,55.39,61060,70150,82670,98000,115220,NA,NA,27850,"Healthcare Practitioners and Technical Occupations"
"264","CO","19740","Denver-Aurora-Lakewood, CO","29","1123","Physical Therapists",NA,2720,10.6,1.886,1.19,38.33,79720,3.3,25.11,29.4,36.83,44.94,50.98,52220,61150,76600,93470,106030,NA,NA,32320,"Healthcare Practitioners and Technical Occupations"
"265","CO","19740","Denver-Aurora-Lakewood, CO","29","1124","Radiation Therapists",NA,110,10.8,0.078,0.64,42.89,89210,3.8,28.27,35.62,43.39,50.21,58.9,58790,74090,90260,104430,122510,NA,NA,30340,"Healthcare Practitioners and Technical Occupations"
"266","CO","19740","Denver-Aurora-Lakewood, CO","29","1125","Recreational Therapists",NA,60,10,0.043,0.33,26.83,55810,2.9,20.22,21.59,24.6,32.59,36.86,42070,44900,51180,67790,76660,NA,NA,22890,"Healthcare Practitioners and Technical Occupations"
"267","CO","19740","Denver-Aurora-Lakewood, CO","29","1126","Respiratory Therapists",NA,990,2.5,0.687,0.76,29.54,61440,0.9,22.61,25.87,29.21,33.74,37.56,47020,53820,60750,70170,78110,NA,NA,16350,"Healthcare Practitioners and Technical Occupations"
"268","CO","19740","Denver-Aurora-Lakewood, CO","29","1127","Speech-Language Pathologists",NA,1910,9.1,1.322,1.32,44.83,93250,2.1,31.15,35.6,43.42,54.09,62.43,64790,74050,90310,112500,129860,NA,NA,38450,"Healthcare Practitioners and Technical Occupations"
"269","CO","19740","Denver-Aurora-Lakewood, CO","29","1128","Exercise Physiologists",NA,80,16.5,0.052,1.18,23.95,49820,3.3,17.11,19.7,23.22,28.06,32.26,35590,40980,48300,58360,67110,NA,NA,17380,"Healthcare Practitioners and Technical Occupations"
"270","CO","19740","Denver-Aurora-Lakewood, CO","29","1129","Therapists, All Other",NA,60,6.4,0.044,0.52,32.11,66780,2.1,21.78,26.07,30.2,38.36,46.04,45310,54220,62810,79800,95770,NA,NA,25580,"Healthcare Practitioners and Technical Occupations"
"271","CO","19740","Denver-Aurora-Lakewood, CO","29","1131","Veterinarians",NA,1050,6.9,0.725,1.49,43.98,91480,6.1,31.14,36.5,43.35,49.55,60.98,64760,75920,90170,103070,126850,NA,NA,27150,"Healthcare Practitioners and Technical Occupations"
"272","CO","19740","Denver-Aurora-Lakewood, CO","29","1141","Registered Nurses",NA,27130,2.4,18.802,0.92,35.58,74010,1,25.86,29.38,35.04,41.61,47.76,53780,61120,72880,86540,99340,NA,NA,25420,"Healthcare Practitioners and Technical Occupations"
"273","CO","19740","Denver-Aurora-Lakewood, CO","29","1151","Nurse Anesthetists",NA,260,46.5,0.182,0.61,68.54,142570,9.3,38.88,45.67,75.32,89.26,97.45,80870,95000,156680,185660,202690,NA,NA,90660,"Healthcare Practitioners and Technical Occupations"
"274","CO","19740","Denver-Aurora-Lakewood, CO","29","1161","Nurse Midwives",NA,60,13.5,0.04,0.87,51.71,107550,2.3,41.26,45.23,52.1,59.08,63.4,85810,94080,108360,122890,131870,NA,NA,28810,"Healthcare Practitioners and Technical Occupations"
"275","CO","19740","Denver-Aurora-Lakewood, CO","29","1171","Nurse Practitioners",NA,1570,13.8,1.088,0.93,51.98,108120,2.4,37.48,42.97,50.15,60.02,71.71,77960,89380,104320,124850,149150,NA,NA,35470,"Healthcare Practitioners and Technical Occupations"
"276","CO","19740","Denver-Aurora-Lakewood, CO","29","1181","Audiologists",NA,160,13.9,0.111,1.32,42.38,88150,2.7,31.63,35,41.04,49.59,58.51,65790,72800,85360,103140,121710,NA,NA,30340,"Healthcare Practitioners and Technical Occupations"
"277","CO","19740","Denver-Aurora-Lakewood, CO","29","1199","Health Diagnosing and Treating Practitioners, All Other",NA,350,30.5,0.244,0.97,27.18,56520,7.7,16.16,17.89,25.35,31.35,43.67,33620,37210,52730,65210,90830,NA,NA,28000,"Healthcare Practitioners and Technical Occupations"
"278","CO","19740","Denver-Aurora-Lakewood, CO","29","2010","Clinical Laboratory Technologists and Technicians",NA,3000,6.9,2.08,0.92,26.9,55960,2.4,15.09,19.29,26.42,34.03,40.03,31390,40130,54940,70780,83270,NA,NA,30650,"Healthcare Practitioners and Technical Occupations"
"279","CO","19740","Denver-Aurora-Lakewood, CO","29","2021","Dental Hygienists",NA,3090,11.2,2.143,1.44,40.69,84630,2.9,32.63,37.51,42.42,46.39,48.77,67870,78030,88220,96480,101440,NA,NA,18450,"Healthcare Practitioners and Technical Occupations"
"280","CO","19740","Denver-Aurora-Lakewood, CO","29","2031","Cardiovascular Technologists and Technicians",NA,310,2,0.212,0.54,37.44,77870,4.1,20.06,27.89,36.16,43.83,48.89,41730,58010,75220,91170,101680,NA,NA,33160,"Healthcare Practitioners and Technical Occupations"
"281","CO","19740","Denver-Aurora-Lakewood, CO","29","2032","Diagnostic Medical Sonographers",NA,570,9.6,0.394,0.82,40.07,83350,3,30.98,34.42,39.66,46,50.12,64430,71590,82500,95680,104260,NA,NA,24090,"Healthcare Practitioners and Technical Occupations"
"282","CO","19740","Denver-Aurora-Lakewood, CO","29","2033","Nuclear Medicine Technologists",NA,160,27.4,0.111,0.83,39.06,81240,3.8,30.54,33.91,39.03,45.02,48.69,63520,70530,81190,93650,101270,NA,NA,23120,"Healthcare Practitioners and Technical Occupations"
"283","CO","19740","Denver-Aurora-Lakewood, CO","29","2034","Radiologic Technologists",NA,1820,6.2,1.26,0.89,31.47,65450,1.6,20.97,25.09,31.01,37.31,44.22,43610,52190,64490,77600,91990,NA,NA,25410,"Healthcare Practitioners and Technical Occupations"
"284","CO","19740","Denver-Aurora-Lakewood, CO","29","2035","Magnetic Resonance Imaging Technologists",NA,250,14.6,0.175,0.67,38.55,80190,1.4,31.47,34.06,38.29,44.02,47.86,65460,70840,79650,91570,99560,NA,NA,20730,"Healthcare Practitioners and Technical Occupations"
"285","CO","19740","Denver-Aurora-Lakewood, CO","29","2041","Emergency Medical Technicians and Paramedics",NA,1980,12.7,1.373,0.78,23.18,48220,4.8,14.21,16.66,20.39,28.83,37.87,29560,34660,42420,59970,78770,NA,NA,25310,"Healthcare Practitioners and Technical Occupations"
"286","CO","19740","Denver-Aurora-Lakewood, CO","29","2051","Dietetic Technicians",NA,80,10.5,0.055,0.24,16.61,34550,3.7,11.99,13.6,16.39,18.95,22.83,24940,28280,34100,39420,47490,NA,NA,11140,"Healthcare Practitioners and Technical Occupations"
"287","CO","19740","Denver-Aurora-Lakewood, CO","29","2052","Pharmacy Technicians",NA,3050,8.7,2.116,0.72,17.99,37420,1.7,12.94,15.49,17.75,20.91,23.66,26920,32210,36920,43490,49220,NA,NA,11280,"Healthcare Practitioners and Technical Occupations"
"288","CO","19740","Denver-Aurora-Lakewood, CO","29","2053","Psychiatric Technicians",NA,390,5.7,0.272,0.58,18.47,38420,2.1,14.49,15.02,18.29,21.45,23.31,30140,31240,38050,44620,48480,NA,NA,13380,"Healthcare Practitioners and Technical Occupations"
"289","CO","19740","Denver-Aurora-Lakewood, CO","29","2054","Respiratory Therapy Technicians",NA,70,33.8,0.049,0.73,18.61,38710,6.6,12.96,14.8,17.6,22.14,27.29,26950,30780,36620,46060,56760,NA,NA,15280,"Healthcare Practitioners and Technical Occupations"
"290","CO","19740","Denver-Aurora-Lakewood, CO","29","2055","Surgical Technologists",NA,900,19.4,0.627,0.84,25.09,52190,1.6,19.86,21.51,24.25,28.4,32.13,41310,44740,50430,59070,66820,NA,NA,14330,"Healthcare Practitioners and Technical Occupations"
"291","CO","19740","Denver-Aurora-Lakewood, CO","29","2056","Veterinary Technologists and Technicians",NA,1950,9.8,1.35,1.86,16.96,35270,4.5,12.62,14.72,16.99,19.21,22.25,26260,30610,35330,39950,46270,NA,NA,9340,"Healthcare Practitioners and Technical Occupations"
"292","CO","19740","Denver-Aurora-Lakewood, CO","29","2057","Ophthalmic Medical Technicians",NA,350,30.6,0.245,0.73,18.69,38870,8.6,11.59,14.08,18.24,22.51,27.11,24100,29290,37940,46820,56380,NA,NA,17530,"Healthcare Practitioners and Technical Occupations"
"293","CO","19740","Denver-Aurora-Lakewood, CO","29","2061","Licensed Practical and Licensed Vocational Nurses",NA,2560,7.4,1.772,0.36,25.54,53120,0.9,20.68,23.06,25.91,28.5,30.06,43010,47960,53890,59280,62520,NA,NA,11320,"Healthcare Practitioners and Technical Occupations"
"294","CO","19740","Denver-Aurora-Lakewood, CO","29","2071","Medical Records and Health Information Technicians",NA,1740,10.1,1.203,0.84,25.69,53430,2.6,15.72,19.47,25.18,30.27,37.3,32690,40500,52370,62960,77580,NA,NA,22460,"Healthcare Practitioners and Technical Occupations"
"295","CO","19740","Denver-Aurora-Lakewood, CO","29","2081","Opticians, Dispensing",NA,540,23.3,0.374,0.71,19.3,40150,6.9,11.81,14.45,19.04,23.23,27.63,24560,30050,39600,48320,57480,NA,NA,18270,"Healthcare Practitioners and Technical Occupations"
"296","CO","19740","Denver-Aurora-Lakewood, CO","29","2091","Orthotists and Prosthetists",NA,60,29.3,0.042,0.76,27.82,57870,3.9,20.39,21.91,24.43,30.63,39.14,42420,45560,50810,63720,81420,NA,NA,18160,"Healthcare Practitioners and Technical Occupations"
"297","CO","19740","Denver-Aurora-Lakewood, CO","29","2099","Health Technologists and Technicians, All Other",NA,1550,21.1,1.073,1.23,27.78,57780,5.8,15.61,18,24.11,34.03,53.76,32460,37440,50140,70770,111830,NA,NA,33330,"Healthcare Practitioners and Technical Occupations"
"298","CO","19740","Denver-Aurora-Lakewood, CO","29","9011","Occupational Health and Safety Specialists",NA,1020,6.6,0.71,1.24,43.34,90150,5.7,25.5,31.53,40.09,49.13,61.35,53040,65590,83390,102180,127610,NA,NA,36590,"Healthcare Practitioners and Technical Occupations"
"299","CO","19740","Denver-Aurora-Lakewood, CO","29","9012","Occupational Health and Safety Technicians",NA,130,19.1,0.093,0.76,26.81,55760,6,16.27,18.65,24.64,31.49,40.21,33830,38780,51260,65490,83630,NA,NA,26710,"Healthcare Practitioners and Technical Occupations"
"300","CO","19740","Denver-Aurora-Lakewood, CO","29","9091","Athletic Trainers",NA,230,24.7,0.16,0.91,NA,56390,8.4,NA,NA,NA,NA,NA,34650,41350,47690,59970,77140,"TRUE",NA,18620,"Healthcare Practitioners and Technical Occupations"
"301","CO","19740","Denver-Aurora-Lakewood, CO","31","1011","Home Health Aides",NA,4940,14.5,3.426,0.59,13.24,27530,2.8,10.06,10.86,12.31,14.68,17.84,20920,22580,25600,30530,37100,NA,NA,7950,"Healthcare Support Occupations"
"302","CO","19740","Denver-Aurora-Lakewood, CO","31","1013","Psychiatric Aides",NA,150,30.8,0.106,0.23,15.82,32900,5.4,12.76,13.54,14.84,17.63,21.39,26550,28160,30870,36670,44490,NA,NA,8510,"Healthcare Support Occupations"
"303","CO","19740","Denver-Aurora-Lakewood, CO","31","1014","Nursing Assistants",NA,10490,6.2,7.269,0.71,16.64,34620,2.1,12.9,14.2,16.25,18.3,19.86,26840,29530,33800,38070,41300,NA,NA,8540,"Healthcare Support Occupations"
"304","CO","19740","Denver-Aurora-Lakewood, CO","31","1015","Orderlies",NA,240,33.3,0.166,0.45,15.65,32550,2.5,11.44,13,15.12,18.18,21.41,23790,27050,31440,37810,44540,NA,NA,10760,"Healthcare Support Occupations"
"305","CO","19740","Denver-Aurora-Lakewood, CO","31","2011","Occupational Therapy Assistants",NA,240,14.8,0.164,0.56,26.25,54600,3.2,17.64,22.14,26.12,30.5,35.53,36690,46050,54320,63450,73900,NA,NA,17400,"Healthcare Support Occupations"
"306","CO","19740","Denver-Aurora-Lakewood, CO","31","2021","Physical Therapist Assistants",NA,620,19.6,0.431,0.68,26.36,54830,4.7,18.85,23.02,26.87,29.71,33.82,39200,47880,55900,61790,70340,NA,NA,13910,"Healthcare Support Occupations"
"307","CO","19740","Denver-Aurora-Lakewood, CO","31","2022","Physical Therapist Aides",NA,140,19.3,0.1,0.29,15.55,32350,7.1,9.72,12.22,15.64,18.35,21.8,20210,25420,32520,38170,45350,NA,NA,12750,"Healthcare Support Occupations"
"308","CO","19740","Denver-Aurora-Lakewood, CO","31","9011","Massage Therapists",NA,3500,15.8,2.425,3.35,19.52,40600,6.5,9.85,11.93,20.06,23.73,31.63,20490,24820,41720,49360,65790,NA,NA,24540,"Healthcare Support Occupations"
"309","CO","19740","Denver-Aurora-Lakewood, CO","31","9091","Dental Assistants",NA,3700,13.8,2.561,1.08,19.25,40040,2.6,12.36,15.58,19.57,23.24,26.41,25710,32400,40710,48340,54940,NA,NA,15940,"Healthcare Support Occupations"
"310","CO","19740","Denver-Aurora-Lakewood, CO","31","9092","Medical Assistants",NA,4880,7,3.379,0.75,18,37440,1.2,13.65,15.84,17.82,20.18,23.3,28400,32940,37060,41980,48470,NA,NA,9040,"Healthcare Support Occupations"
"311","CO","19740","Denver-Aurora-Lakewood, CO","31","9093","Medical Equipment Preparers",NA,670,17.6,0.461,1.22,20.5,42630,3.5,14.96,16.65,19.15,23.03,28.94,31110,34630,39840,47890,60200,NA,NA,13260,"Healthcare Support Occupations"
