"","prim_state","area","area_name","occ_code1","occ_code2","occ_title","occ_group","tot_emp","emp_prse","jobs_1000","loc_quotient","h_mean","a_mean","mean_prse","h_pct10","h_pct25","h_median","h_pct75","h_pct90","a_pct10","a_pct25","a_median","a_pct75","a_pct90","annual","hourly","quartilespread","industry"
"639","CO","19740","Denver-Aurora-Lakewood, CO","53","6099","Transportation Workers, All Other",NA,1760,14.2,1.218,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transportation and Material Moving Occupations"
"640","CO","19740","Denver-Aurora-Lakewood, CO","53","7011","Conveyor Operators and Tenders",NA,130,12.2,0.087,0.47,17.62,36660,7.4,12.1,13.74,16.67,21.79,24.36,25160,28580,34660,45320,50670,NA,NA,16740,"Transportation and Material Moving Occupations"
"641","CO","19740","Denver-Aurora-Lakewood, CO","53","7021","Crane and Tower Operators",NA,80,11.6,0.053,0.17,26.56,55250,8.1,14.26,17.47,23.57,34.88,42.22,29660,36340,49030,72560,87830,NA,NA,36220,"Transportation and Material Moving Occupations"
"642","CO","19740","Denver-Aurora-Lakewood, CO","53","7032","Excavating and Loading Machine and Dragline Operators",NA,230,21.3,0.16,0.5,24.03,49970,2.8,18.67,21.04,23.79,27.48,30.18,38840,43770,49480,57160,62770,NA,NA,13390,"Transportation and Material Moving Occupations"
"643","CO","19740","Denver-Aurora-Lakewood, CO","53","7051","Industrial Truck and Tractor Operators",NA,7190,7,4.986,1.25,17.2,35770,2.5,10.82,13.28,16.64,20.41,24.63,22510,27620,34620,42460,51240,NA,NA,14840,"Transportation and Material Moving Occupations"
"644","CO","19740","Denver-Aurora-Lakewood, CO","53","7061","Cleaners of Vehicles and Equipment",NA,4410,13.7,3.054,1.17,12.05,25070,2.4,9.47,9.8,11.24,13.45,16.3,19700,20380,23380,27970,33900,NA,NA,7590,"Transportation and Material Moving Occupations"
"645","CO","19740","Denver-Aurora-Lakewood, CO","53","7062","Laborers and Freight, Stock, and Material Movers, Hand",NA,20900,7.1,14.483,0.76,14.73,30640,1.5,9.94,11.37,14.04,17.42,20.2,20680,23640,29190,36230,42030,NA,NA,12590,"Transportation and Material Moving Occupations"
"646","CO","19740","Denver-Aurora-Lakewood, CO","53","7063","Machine Feeders and Offbearers",NA,290,9.3,0.201,0.39,13.33,27720,4.2,9.85,11.02,12.97,15.26,17.73,20490,22910,26970,31740,36870,NA,NA,8830,"Transportation and Material Moving Occupations"
"647","CO","19740","Denver-Aurora-Lakewood, CO","53","7064","Packers and Packagers, Hand",NA,4090,9.9,2.837,0.58,12.46,25910,3.2,9.47,9.72,11.12,13.78,17.99,19700,20210,23120,28670,37420,NA,NA,8460,"Transportation and Material Moving Occupations"
"648","CO","19740","Denver-Aurora-Lakewood, CO","53","7073","Wellhead Pumpers",NA,190,15.9,0.13,1.65,32.35,67280,3.4,24.9,27.9,32.4,36.62,39.49,51790,58030,67380,76160,82150,NA,NA,18130,"Transportation and Material Moving Occupations"
"649","CO","19740","Denver-Aurora-Lakewood, CO","53","7081","Refuse and Recyclable Material Collectors",NA,930,36.8,0.646,0.8,18.77,39040,7.7,10.17,15.51,19.03,22.85,26.26,21160,32260,39580,47530,54630,NA,NA,15270,"Transportation and Material Moving Occupations"
"650","CO","19740","Denver-Aurora-Lakewood, CO","53","7121","Tank Car, Truck, and Ship Loaders",NA,60,33,0.038,0.53,21.57,44860,3.9,16.67,19.87,21.92,23.98,27.65,34670,41330,45600,49870,57510,NA,NA,8540,"Transportation and Material Moving Occupations"
"651","CO","19740","Denver-Aurora-Lakewood, CO","53","7199","Material Moving Workers, All Other",NA,NA,NA,NA,NA,18.6,38700,5.8,15.08,16.27,18.16,20.86,23.58,31370,33830,37770,43390,49040,NA,NA,9560,"Transportation and Material Moving Occupations"
