id,geoid10,nhid,nhname,createdAt,updatedAt
887,8059012059,244,Wayside Meadows Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
888,8059012060,244,Wayside Meadows Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
889,8059015800,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
890,8059015900,242,Mount Carbon Park and Westgate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
891,8059060300,257,"'"Oakhurst Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
892,8059060400,257,"'"Oakhurst Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
893,8059060500,138,Whisper Creek,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
894,8059980000,312,Federal Center,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
895,8059980400,242,Mount Carbon Park and Westgate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
896,8061960100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
897,8063962100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
898,8063962200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
899,8063962300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
900,8065961700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
901,8065961900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
902,8067940300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
903,8067940400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
904,8067970600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
905,8067970701,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
906,8067970703,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
907,8067970704,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
908,8067970800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
909,8067970900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
910,8067971000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
911,8067971100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
912,8069000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
913,8069000201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
914,8069000202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
915,8069000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
916,8069000401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
917,8069000402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
918,8069000503,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
919,8069000504,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
920,8069000505,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
921,8069000506,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
922,8069000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
923,8069000700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
924,8069000801,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
925,8069000802,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
926,8069000901,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
927,8069000902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
928,8069001003,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
929,8069001004,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
930,8069001007,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
931,8069001008,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
932,8069001009,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
933,8069001010,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
934,8069001104,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
935,8069001106,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
936,8069001107,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
937,8069001109,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
938,8069001110,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
939,8069001111,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
940,8069001112,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
941,8069001113,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
942,8069001114,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
943,8069001301,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
944,8069001304,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
945,8069001305,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
946,8069001306,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
947,8069001307,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
948,8069001308,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
949,8069001601,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
950,8069001602,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
951,8069001603,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
952,8069001605,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
953,8069001606,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
954,8069001607,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
955,8069001608,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
956,8069001704,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
957,8069001706,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
958,8069001707,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
959,8069001708,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
960,8069001709,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
961,8069001804,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
962,8069001806,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
963,8069001807,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
964,8069001808,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
965,8069001809,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
966,8069001901,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
967,8069001902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
968,8069001903,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
969,8069002005,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
970,8069002007,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
971,8069002008,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
972,8069002010,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
973,8069002011,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
974,8069002300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
975,8069002401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
976,8069002402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
977,8069002501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
978,8069002502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
979,8069002503,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
980,8069002600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
981,8069002700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
982,8069002801,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
983,8069002802,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
984,8069002803,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
985,8071000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
986,8071000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
987,8071000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
988,8071000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
989,8071000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
990,8071000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
991,8073961700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
992,8073961800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
993,8075965900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
994,8075966000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
995,8075966100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
996,8075966200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
997,8075966300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
998,8075966400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
999,8077000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1000,8077000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1001,8077000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1002,8077000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1003,8077000601,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1004,8077000602,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1005,8077000700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1006,8077000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1007,8077000900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1008,8077001001,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1009,8077001002,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1010,8077001101,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1011,8077001102,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1012,8077001200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1013,8077001301,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1014,8077001302,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1015,8077001402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1016,8077001403,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1017,8077001404,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1018,8077001501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1019,8077001502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1020,8077001600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1021,8077001702,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1022,8077001703,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1023,8077001705,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1024,8077001706,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1025,8077001707,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1026,8077001800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1027,8077001900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1028,8079973600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1029,8081000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1030,8081000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1031,8081000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1032,8081000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1033,8083941100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1034,8083969000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1035,8083969100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1036,8083969200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1037,8083969300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1038,8083969400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1039,8083969600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1040,8085966100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1041,8085966201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1042,8085966202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1043,8085966300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1044,8085966400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1045,8085966501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1046,8085966502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1047,8085966503,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1048,8085966601,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1049,8085966602,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1050,8087000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1051,8087000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1052,8087000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1053,8087000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1054,8087000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1055,8087000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1056,8087000700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1057,8087000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1058,8089968000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1059,8089968100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1060,8089968200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1061,8089968300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1062,8089968400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1063,8089968500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1064,8089968600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1065,8091967600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1066,8093000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1067,8093000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1068,8093000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1069,8093000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1070,8093000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1071,8095967600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1072,8095967700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1073,8097000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1074,8097000401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1075,8097000402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1076,8097000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1077,8099000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1078,8099000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1079,8099000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1080,8099000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1081,8099000700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1082,8101000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1083,8101000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1084,8101000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1085,8101000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1086,8101000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1087,8101000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1088,8101000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1089,8101000902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1090,8101000903,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1091,8101000904,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1092,8101000905,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1093,8101001000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1094,8101001100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1095,8101001200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1096,8101001400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1097,8101001500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1098,8101001600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1099,8101001700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1100,8101001800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1101,8101001900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1102,8101002000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1103,8101002100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1104,8101002200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1105,8101002300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1106,8101002400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1107,8101002500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1108,8101002600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1109,8101002700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1110,8101002801,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1111,8101002802,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1112,8101002804,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1113,8101002806,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1114,8101002807,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1115,8101002808,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1116,8101002901,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1117,8101002903,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1118,8101002906,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1119,8101002911,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1120,8101002912,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1121,8101002913,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1122,8101002914,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1123,8101002915,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1124,8101002916,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1125,8101002917,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1126,8101002918,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1127,8101003001,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1128,8101003004,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1129,8101003103,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1130,8101003104,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1131,8101003105,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1132,8101003106,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1133,8101003200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1134,8101003500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1135,8101003600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1136,8101980100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1137,8103951100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1138,8103951200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1139,8105976700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1140,8105976800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1141,8105977000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1142,8107000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1143,8107000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1144,8107000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1145,8107000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1146,8107000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1147,8107000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1148,8107000700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1149,8107000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1150,8109977600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1151,8109977700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1152,8111972600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1153,8113968101,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1154,8113968102,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1155,8113968103,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1156,8113968200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1157,8115968300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1158,8117000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1159,8117000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1160,8117000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1161,8117000401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1162,8117000402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1163,8119010103,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1164,8119010104,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1165,8119010105,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1166,8119010106,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1167,8119010201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1168,8119010202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1169,8121924100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1170,8121924200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1171,8123000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1172,8123000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1173,8123000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1174,8123000401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1175,8123000402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1176,8123000501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1177,8123000502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1178,8123000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1179,8123000701,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1180,8123000703,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1181,8123000704,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1182,8123000705,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1183,8123000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1184,8123000900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1185,8123001003,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1186,8123001004,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1187,8123001005,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1188,8123001006,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1189,8123001100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1190,8123001201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1191,8123001202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1192,8123001300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1193,8123001404,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1194,8123001405,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1195,8123001406,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1196,8123001407,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1197,8123001408,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1198,8123001409,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1199,8123001410,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1200,8123001411,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1201,8123001412,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1202,8123001413,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
1203,8123001414,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
